"lemma"	"a.frequency"	"r.frequency"	"rus.freq.dict"
"охапка"	1	0.000585582947824559	0.00058
"охарактеризовать"	1	0.000585582947824559	0.00084
"охлаждать"	1	0.000585582947824559	0.00028
"оценивать"	1	0.000585582947824559	0.00364
"оценка"	2	0.00117116589564912	0.01614
"очаг"	1	0.000585582947824559	0.00173
"очаровательный"	2	0.00117116589564912	0.00138
"очаровывать"	1	0.000585582947824559	0.00013
"очевидно"	3	0.00175674884347368	0.00882
"очевидный"	1	0.000585582947824559	0.00471
"очень"	20	0.0117116589564912	0.12868
"очередной"	5	0.0029279147391228	0.01274
"очередь"	5	0.0029279147391228	0.02125
"очки"	1	0.000585582947824559	0.0056
"ошибаться"	2	0.00117116589564912	0.00258
"ошибка"	2	0.00117116589564912	0.01044
"ощущать"	5	0.0029279147391228	0.00559
"ощущение"	2	0.00117116589564912	0.01033
"падать"	2	0.00117116589564912	0.00842
"палатка"	4	0.00234233179129824	0.00291
"палец"	7	0.00409908063477192	0.02191
"палочка"	1	0.000585582947824559	0.00211
"памятный"	2	0.00117116589564912	0.00134
"память"	3	0.00175674884347368	0.01745
"панический"	1	0.000585582947824559	0.00031
"папа"	2	0.00117116589564912	0.01434
"папиросный"	1	0.000585582947824559	0.00026
"папка"	2	0.00117116589564912	0.00297
"пара"	7	0.00409908063477192	0.01527
"параллель"	1	0.000585582947824559	0.00072
"параллельный"	2	0.00117116589564912	0.00162
"парень"	4	0.00234233179129824	0.01403
"парк"	1	0.000585582947824559	0.00695
"парковать"	1	0.000585582947824559	0.00004
"парковка"	1	0.000585582947824559	0.00044
"парковочный"	1	0.000585582947824559	0.00005
"пастбище"	1	0.000585582947824559	0.00038
"пасть"	2	0.00117116589564912	0.00317
"патио"	2	0.00117116589564912	0.0001
"пауза"	2	0.00117116589564912	0.00496
"паутина"	1	0.000585582947824559	0.00113
"пахнуть"	2	0.00117116589564912	0.00672
"пейджер"	1	0.000585582947824559	0.00033
"пенсия"	1	0.000585582947824559	0.00539
"пепел"	2	0.00117116589564912	0.00128
"первый"	20	0.0117116589564912	0.13456
"перебирать"	1	0.000585582947824559	0.0017
"перевести"	1	0.000585582947824559	0.00664
"перевод"	2	0.00117116589564912	0.0077
"переводчик"	3	0.00175674884347368	0.00233
"переглядываться"	1	0.000585582947824559	0.00034
"переговоры"	1	0.000585582947824559	0.00711
"перед"	18	0.0105404930608421	0.06272
"передавать"	7	0.00409908063477192	0.00493
"передача"	6	0.00351349768694736	0.01001
"передо"	1	0.000585582947824559	0.00243
"переезжать"	1	0.000585582947824559	0.00075
"перекусить"	1	0.000585582947824559	0.00055
"переливчатый"	1	0.000585582947824559	0.00009
"перелистывать"	1	0.000585582947824559	0.00039
"перемещать"	1	0.000585582947824559	0.0003
"перепачкать"	2	0.00117116589564912	0.00016
"переписывать"	1	0.000585582947824559	0.00058
"переплетать"	1	0.000585582947824559	0.00005
"переплетаться"	1	0.000585582947824559	0.00039
"переползать"	1	0.000585582947824559	0.00009
"перерабатывать"	1	0.000585582947824559	0.00034
"пересекать"	2	0.00117116589564912	0.00106
"пересечение"	1	0.000585582947824559	0.00087
"пересказывать"	1	0.000585582947824559	0.00062
"пересматривать"	2	0.00117116589564912	0.00034
"переставать"	1	0.000585582947824559	0.0029
"переступать"	1	0.000585582947824559	0.0005
"пересыхать"	1	0.000585582947824559	0.00009
"перетекать"	1	0.000585582947824559	0.0003
"переходить"	5	0.0029279147391228	0.00526
"переходный"	1	0.000585582947824559	0.00144
"перец"	1	0.000585582947824559	0.00152
"перечеркнуть"	1	0.000585582947824559	0.00032
"перечислять"	1	0.000585582947824559	0.00108
"перешагивать"	1	0.000585582947824559	0.00016
"период"	8	0.00468466358259647	0.02042
"периодический"	1	0.000585582947824559	0.00096
"персона"	1	0.000585582947824559	0.00142
"перспективный"	2	0.00117116589564912	0.00311
"пессимистический"	1	0.000585582947824559	0.00019
"пестрый"	1	0.000585582947824559	0.00179
"петля"	1	0.000585582947824559	0.00194
"печальный"	1	0.000585582947824559	0.00399
"печатать"	3	0.00175674884347368	0.00246
"пещера"	1	0.000585582947824559	0.00203
"пиджак"	1	0.000585582947824559	0.00381
"пиксел"	1	0.000585582947824559	0.00005
"писаный"	1	0.000585582947824559	0.00023
"писать"	4	0.00234233179129824	0.04443
"писаться"	3	0.00175674884347368	0.00161
"писец"	1	0.000585582947824559	0.00017
"письменность"	3	0.00175674884347368	0.00038
"письменный"	16	0.00936932716519295	0.0041
"письмо"	32	0.0187386543303859	0.03043
"питание"	1	0.000585582947824559	0.00448
"питьевой"	1	0.000585582947824559	0.00052
"пицца"	1	0.000585582947824559	0.00033
"пища"	1	0.000585582947824559	0.00396
"плавно"	2	0.00117116589564912	0.00145
"план"	3	0.00175674884347368	0.02353
"планета"	3	0.00175674884347368	0.00514
"планироваться"	1	0.000585582947824559	0.00276
"планка"	1	0.000585582947824559	0.00084
"планшет"	1	0.000585582947824559	0.00053
"пластина"	1	0.000585582947824559	0.00065
"платье"	2	0.00117116589564912	0.00648
"племя"	1	0.000585582947824559	0.00231
"пленка"	3	0.00175674884347368	0.00349
"плечо"	3	0.00175674884347368	0.02364
"плодотворный"	2	0.00117116589564912	0.00078
"плоский"	1	0.000585582947824559	0.00291
"плохой"	1	0.000585582947824559	0.02216
"площадка"	2	0.00117116589564912	0.00706
"площадь"	1	0.000585582947824559	0.01452
"плыть"	2	0.00117116589564912	0.00425
"по"	97	0.0568015459389823	0.57867
"побежать"	1	0.000585582947824559	0.00596
"побеседовать"	2	0.00117116589564912	0.00077
"поболтать"	2	0.00117116589564912	0.00055
"поведение"	5	0.0029279147391228	0.01007
"повезти"	1	0.000585582947824559	0.00585
"поверить"	3	0.00175674884347368	0.01018
"поверхность"	5	0.0029279147391228	0.01034
"поверять"	1	0.000585582947824559	0.00013
"повествование"	1	0.000585582947824559	0.00127
"повеять"	1	0.000585582947824559	0.00026
"повлиять"	1	0.000585582947824559	0.00186
"повод"	4	0.00234233179129824	0.01512
"поводить"	1	0.000585582947824559	0.0004
"поворот"	1	0.000585582947824559	0.00553
"повреждать"	1	0.000585582947824559	0.0001
"повстречать"	1	0.000585582947824559	0.00024
"повтор"	1	0.000585582947824559	0.00037
"повторение"	2	0.00117116589564912	0.00119
"повторять"	10	0.00585582947824559	0.00799
"повторяться"	2	0.00117116589564912	0.00218
"поглощать"	1	0.000585582947824559	0.0008
"поглядеть"	5	0.0029279147391228	0.00399
"поглядывать"	1	0.000585582947824559	0.00266
"поговорить"	3	0.00175674884347368	0.00833
"погода"	2	0.00117116589564912	0.00517
"погодить"	2	0.00117116589564912	0.00207
"погодя"	1	0.000585582947824559	0.00018
"погружаться"	2	0.00117116589564912	0.00111
"погружение"	1	0.000585582947824559	0.00075
"под"	14	0.00819816126954383	0.11264
"подавать"	1	0.000585582947824559	0.0049
"подавлять"	1	0.000585582947824559	0.00229
"подарок"	8	0.00468466358259647	0.00754
"подбадривать"	2	0.00117116589564912	0.00035
"подбираться"	1	0.000585582947824559	0.00064
"подбородок"	2	0.00117116589564912	0.00261
"подвешивать"	2	0.00117116589564912	0.00014
"подводить"	2	0.00117116589564912	0.00166
"подгузник"	1	0.000585582947824559	0.00007
"поддаваться"	2	0.00117116589564912	0.00208
"поддержание"	1	0.000585582947824559	0.00198
"поддерживать"	2	0.00117116589564912	0.00759
"подеваться"	1	0.000585582947824559	0.00036
"поделать"	2	0.00117116589564912	0.00243
"поджимать"	1	0.000585582947824559	0.00034
"подключать"	2	0.00117116589564912	0.00027
"подниматься"	1	0.000585582947824559	0.00759
"подобно"	1	0.000585582947824559	0.00299
"подобный"	14	0.00819816126954383	0.03016
"подождать"	3	0.00175674884347368	0.00566
"подозревать"	2	0.00117116589564912	0.00432
"подошва"	1	0.000585582947824559	0.00109
"подпадать"	1	0.000585582947824559	0.0004
"подписывать"	1	0.000585582947824559	0.00155
"подписываться"	1	0.000585582947824559	0.00047
"подпрыгивать"	1	0.000585582947824559	0.00078
"подразумеваться"	1	0.000585582947824559	0.00066
"подробно"	5	0.0029279147391228	0.00374
"подруга"	3	0.00175674884347368	0.00794
"подружка"	2	0.00117116589564912	0.00192
"подручный"	1	0.000585582947824559	0.0005
"подсчитывать"	1	0.000585582947824559	0.00044
"подталкивать"	1	0.000585582947824559	0.00092
"подтверждать"	1	0.000585582947824559	0.00392
"подтверждение"	2	0.00117116589564912	0.00266
"подтрунивать"	1	0.000585582947824559	0.00017
"подумать"	5	0.0029279147391228	0.03156
"подушка"	1	0.000585582947824559	0.00395
"подхватывать"	3	0.00175674884347368	0.00069
"подход"	3	0.00175674884347368	0.00998
"подходить"	3	0.00175674884347368	0.01169
"подходящий"	2	0.00117116589564912	0.00267
"подчеркивать"	1	0.000585582947824559	0.00321
"подчиняться"	1	0.000585582947824559	0.00246
"подымать"	1	0.000585582947824559	0.00056
"поедание"	3	0.00175674884347368	0.00012
"поехать"	5	0.0029279147391228	0.01584
"пожалуйста"	1	0.000585582947824559	0.00978
"пожарный"	1	0.000585582947824559	0.0024
"пожевать"	1	0.000585582947824559	0.00038
"пожелать"	4	0.00234233179129824	0.00271
"пожимать"	4	0.00234233179129824	0.00119
"пожухлый"	1	0.000585582947824559	0.00008
"поза"	1	0.000585582947824559	0.00298
"позади"	2	0.00117116589564912	0.00327
"позаимствовать"	2	0.00117116589564912	0.00033
"позволять"	5	0.0029279147391228	0.01943
"позвонить"	3	0.00175674884347368	0.0131
"позвоночный"	1	0.000585582947824559	0.00017
"поздний"	1	0.000585582947824559	0.01577
"поздно"	5	0.0029279147391228	0.00925
"познавать"	1	0.000585582947824559	0.00063
"познание"	1	0.000585582947824559	0.00287
"поиск"	1	0.000585582947824559	0.0105
"поискать"	1	0.000585582947824559	0.00137
"поймать"	2	0.00117116589564912	0.00552
"пойти"	10	0.00585582947824559	0.05872
"пока"	20	0.0117116589564912	0.05825
"показ"	2	0.00117116589564912	0.00159
"показывать"	22	0.0128828248521403	0.0155
"показываться"	3	0.00175674884347368	0.00083
"покамест"	1	0.000585582947824559	0.00022
"покатить"	1	0.000585582947824559	0.00052
"покачать"	1	0.000585582947824559	0.00337
"покаянно"	1	0.000585582947824559	0.00006
"покидать"	3	0.00175674884347368	0.00279
"поклонник"	1	0.000585582947824559	0.00229
"поклясться"	3	0.00175674884347368	0.00077
"покой"	2	0.00117116589564912	0.0059
"покрывать"	3	0.00175674884347368	0.00155
"покуда"	2	0.00117116589564912	0.00101
"покупка"	2	0.00117116589564912	0.00417
"пол"	2	0.00117116589564912	0.01978
"полагать"	11	0.00644141242607015	0.00814
"полевой"	2	0.00117116589564912	0.00226
"полезный"	3	0.00175674884347368	0.00752
"ползти"	1	0.000585582947824559	0.00227
"полиция"	1	0.000585582947824559	0.00382
"полк"	1	0.000585582947824559	0.00513
"полка"	1	0.000585582947824559	0.00419
"полковник"	35	0.0204954031738596	0.00868
"полно"	1	0.000585582947824559	0.0023
"полноразмерный"	1	0.000585582947824559	0.00013
"полностью"	6	0.00351349768694736	0.0127
"полночь"	1	0.000585582947824559	0.0017
"полный"	9	0.00527024653042103	0.03906
"половина"	2	0.00117116589564912	0.01588
"положение"	2	0.00117116589564912	0.02682
"полоса"	1	0.000585582947824559	0.00616
"полотенце"	1	0.000585582947824559	0.00205
"полотнище"	1	0.000585582947824559	0.00031
"полотняный"	2	0.00117116589564912	0.00023
"полпути"	1	0.000585582947824559	0.00039
"полукруглый"	2	0.00117116589564912	0.00033
"получать"	30	0.0175674884347368	0.01882
"получаться"	3	0.00175674884347368	0.0127
"польза"	1	0.000585582947824559	0.00766
"пользоваться"	4	0.00234233179129824	0.01201
"полюбоваться"	1	0.000585582947824559	0.00072
"пометка"	1	0.000585582947824559	0.00047
"помешать"	1	0.000585582947824559	0.00318
"помещение"	1	0.000585582947824559	0.00919
"помидор"	1	0.000585582947824559	0.00154
"помиловать"	1	0.000585582947824559	0.00075
"помнить"	15	0.00878374421736839	0.03631
"помогать"	7	0.00409908063477192	0.01345
"помощь"	10	0.00585582947824559	0.03001
"помрачнеть"	1	0.000585582947824559	0.00034
"понадеяться"	1	0.000585582947824559	0.00015
"понадобиться"	3	0.00175674884347368	0.004
"поначалу"	2	0.00117116589564912	0.00366
"понимание"	3	0.00175674884347368	0.00867
"понимать"	27	0.0158107395912631	0.05597
"понятие"	6	0.00351349768694736	0.01394
"понятно"	4	0.00234233179129824	0.00884
"понятный"	2	0.00117116589564912	0.00716
"попарно"	1	0.000585582947824559	0.00016
"поперечник"	1	0.000585582947824559	0.00011
"поползти"	2	0.00117116589564912	0.0011
"поправлять"	1	0.000585582947824559	0.00101
"попробовать"	8	0.00468466358259647	0.00978
"попросить"	4	0.00234233179129824	0.01402
"попросту"	3	0.00175674884347368	0.00238
"популяция"	1	0.000585582947824559	0.00104
"попытаться"	9	0.00527024653042103	0.00791
"попытка"	5	0.0029279147391228	0.01091
"пора"	8	0.00468466358259647	0.04292
"поражаться"	1	0.000585582947824559	0.00069
"поразмыслить"	1	0.000585582947824559	0.0004
"порог"	2	0.00117116589564912	0.00642
"порождать"	1	0.000585582947824559	0.00178
"порождение"	1	0.000585582947824559	0.00051
"портативный"	2	0.00117116589564912	0.00036
"портрет"	2	0.00117116589564912	0.00736
"португальский"	1	0.000585582947824559	0.00026
"поручаться"	1	0.000585582947824559	0.00017
"поручение"	1	0.000585582947824559	0.00252
"порядок"	13	0.00761257832171927	0.03076
"посвящать"	1	0.000585582947824559	0.00079
"поселяться"	1	0.000585582947824559	0.00017
"посидеть"	1	0.000585582947824559	0.00343
"поскольку"	3	0.00175674884347368	0.02128
"послание"	1	0.000585582947824559	0.0031
"после"	19	0.0111260760086666	0.1092
"последний"	5	0.0029279147391228	0.07126
"последовательно"	2	0.00117116589564912	0.00144
"последовательность"	4	0.00234233179129824	0.00322
"последовательный"	5	0.0029279147391228	0.0016
"последовать"	1	0.000585582947824559	0.00412
"последующий"	1	0.000585582947824559	0.00584
"послужить"	1	0.000585582947824559	0.00251
"послушать"	4	0.00234233179129824	0.0049
"посмотреть"	7	0.00409908063477192	0.03142
"пособие"	2	0.00117116589564912	0.00236
"поспешить"	1	0.000585582947824559	0.0018
"поспешно"	4	0.00234233179129824	0.00193
"посреди"	3	0.00175674884347368	0.00327
"посредник"	1	0.000585582947824559	0.00131
"посредством"	1	0.000585582947824559	0.00213
"поставлять"	8	0.00468466358259647	0.00149
"постановка"	1	0.000585582947824559	0.00495
"постараться"	4	0.00234233179129824	0.00452
"постель"	3	0.00175674884347368	0.00634
"постелька"	1	0.000585582947824559	0.00007
"постепенно"	2	0.00117116589564912	0.00917
"постигать"	2	0.00117116589564912	0.00066
"постоянно"	2	0.00117116589564912	0.01246
"постулат"	1	0.000585582947824559	0.00066
"поступать"	2	0.00117116589564912	0.00721
"постучать"	1	0.000585582947824559	0.00187
"посуда"	1	0.000585582947824559	0.00313
"посудный"	1	0.000585582947824559	0.0001
"посылка"	1	0.000585582947824559	0.00134
"потенциальный"	1	0.000585582947824559	0.0033
"потерять"	2	0.00117116589564912	0.01292
"потирать"	1	0.000585582947824559	0.0007
"потихоньку"	1	0.000585582947824559	0.00207
"поток"	2	0.00117116589564912	0.00848
"потолок"	1	0.000585582947824559	0.00579
"потом"	21	0.0122972419043157	0.10061
"потому"	8	0.00468466358259647	0.07693
"потратить"	2	0.00117116589564912	0.00229
"потребный"	1	0.000585582947824559	0.00022
"потребовать"	2	0.00117116589564912	0.00516
"потребоваться"	3	0.00175674884347368	0.00278
"потрогать"	1	0.000585582947824559	0.00094
"поужинать"	1	0.000585582947824559	0.00051
"походить"	1	0.000585582947824559	0.00271
"походный"	1	0.000585582947824559	0.00058
"похоже"	5	0.0029279147391228	0.00617
"похожий"	5	0.0029279147391228	0.02065
"похолодание"	1	0.000585582947824559	0.00011
"поцеловать"	2	0.00117116589564912	0.00326
"почему"	15	0.00878374421736839	0.05072
"почесть"	1	0.000585582947824559	0.00013
"почетный"	2	0.00117116589564912	0.00312
"почтение"	1	0.000585582947824559	0.00066
"почтенный"	1	0.000585582947824559	0.00084
"почти"	15	0.00878374421736839	0.05017
"почувствовать"	1	0.000585582947824559	0.01242
"пошевелить"	1	0.000585582947824559	0.00051
"поэтому"	8	0.00468466358259647	0.04213
"появляться"	8	0.00468466358259647	0.01184
"правда"	5	0.0029279147391228	0.04285
"правило"	3	0.00175674884347368	0.02588
"правильно"	3	0.00175674884347368	0.00947
"правильность"	1	0.000585582947824559	0.00112
"правильный"	1	0.000585582947824559	0.00924
"правительство"	2	0.00117116589564912	0.02777
"право"	7	0.00409908063477192	0.0469
"правота"	2	0.00117116589564912	0.00127
"правый"	1	0.000585582947824559	0.02117
"практика"	1	0.000585582947824559	0.01207
"практиковаться"	3	0.00175674884347368	0.00039
"практически"	2	0.00117116589564912	0.01494
"практический"	1	0.000585582947824559	0.00624
"пребывать"	4	0.00234233179129824	0.00241
"превосходный"	1	0.000585582947824559	0.00107
"предварительный"	5	0.0029279147391228	0.00407
"предвкушение"	1	0.000585582947824559	0.00038
"предлагать"	10	0.00585582947824559	0.01459
"предложение"	37	0.0216665690695087	0.01345
"предмет"	2	0.00117116589564912	0.01544
"предметный"	2	0.00117116589564912	0.00137
"предназначаться"	1	0.000585582947824559	0.0008
"предназначение"	2	0.00117116589564912	0.00086
"предначертать"	2	0.00117116589564912	0.00012
"предок"	1	0.000585582947824559	0.0029
"предотвращать"	1	0.000585582947824559	0.00037
"предполагать"	10	0.00585582947824559	0.00741
"предполагаться"	1	0.000585582947824559	0.00348
"предположение"	2	0.00117116589564912	0.00288
"предположительно"	2	0.00117116589564912	0.00046
"предпочитать"	4	0.00234233179129824	0.00463
"предпочтительный"	3	0.00175674884347368	0.00067
"представать"	1	0.000585582947824559	0.00096
"представитель"	2	0.00117116589564912	0.01857
"представление"	5	0.0029279147391228	0.01422
"представлять"	22	0.0128828248521403	0.02285
"предстоять"	2	0.00117116589564912	0.00668
"предупреждать"	1	0.000585582947824559	0.00294
"предусматривать"	1	0.000585582947824559	0.00305
"предшествовать"	1	0.000585582947824559	0.00183
"предъявлять"	1	0.000585582947824559	0.00162
"предыдущий"	6	0.00351349768694736	0.00553
"прежде"	14	0.00819816126954383	0.02344
"преимущество"	1	0.000585582947824559	0.00487
"прекрасно"	4	0.00234233179129824	0.00673
"прекращать"	1	0.000585582947824559	0.00086
"преломление"	5	0.0029279147391228	0.00014
"преодолевать"	1	0.000585582947824559	0.00145
"преподавание"	1	0.000585582947824559	0.00077
"преподавательский"	1	0.000585582947824559	0.00028
"преподавать"	1	0.000585582947824559	0.00181
"прерывать"	1	0.000585582947824559	0.00086
"пресловутый"	1	0.000585582947824559	0.00132
"пресса"	1	0.000585582947824559	0.00515
"при"	26	0.0152251566434385	0.15508
"приближаться"	2	0.00117116589564912	0.0041
"приблизительный"	2	0.00117116589564912	0.00043
"прибывать"	1	0.000585582947824559	0.00104
"прибыль"	2	0.00117116589564912	0.00485
"прибытие"	2	0.00117116589564912	0.00121
"приверженность"	1	0.000585582947824559	0.00051
"привлекать"	1	0.000585582947824559	0.00387
"привод"	1	0.000585582947824559	0.00095
"приводить"	3	0.00175674884347368	0.00978
"привольно"	1	0.000585582947824559	0.00009
"привыкать"	2	0.00117116589564912	0.00153
"приглядываться"	1	0.000585582947824559	0.00048
"приготавливать"	1	0.000585582947824559	0.00006
"придавать"	1	0.000585582947824559	0.00371
"придаточный"	5	0.0029279147391228	0.00009
"придерживать"	2	0.00117116589564912	0.00084
"придерживаться"	2	0.00117116589564912	0.00196
"придумывать"	1	0.000585582947824559	0.00187
"приемный"	1	0.000585582947824559	0.00139
"прижиматься"	1	0.000585582947824559	0.0008
"призма"	1	0.000585582947824559	0.00037
"признавать"	2	0.00117116589564912	0.00464
"признаваться"	7	0.00409908063477192	0.00397
"признак"	6	0.00351349768694736	0.00789
"прийти"	1	0.000585582947824559	0.05233
"приказывать"	3	0.00175674884347368	0.00107
"прикасаться"	1	0.000585582947824559	0.00075
"прикрывать"	3	0.00175674884347368	0.00181
"прилегать"	1	0.000585582947824559	0.00085
"прилетать"	3	0.00175674884347368	0.00059
"прима"	2	0.00117116589564912	0.00032
"применение"	2	0.00117116589564912	0.01193
"применительно"	1	0.000585582947824559	0.00128
"применяться"	2	0.00117116589564912	0.00382
"пример"	6	0.00351349768694736	0.02012
"примерно"	2	0.00117116589564912	0.01078
"примечание"	2	0.00117116589564912	0.00129
"примирять"	1	0.000585582947824559	0.00012
"примитивный"	2	0.00117116589564912	0.00168
"принадлежность"	1	0.000585582947824559	0.00265
"принимать"	8	0.00468466358259647	0.02077
"приниматься"	6	0.00351349768694736	0.00373
"приносить"	3	0.00175674884347368	0.00649
"принуждать"	1	0.000585582947824559	0.00036
"принуждение"	1	0.000585582947824559	0.00056
"принцип"	28	0.0163963225390877	0.01979
"принципиальный"	1	0.000585582947824559	0.00315
"приобретать"	2	0.00117116589564912	0.00401
"приоритетный"	1	0.000585582947824559	0.00127
"припоминать"	1	0.000585582947824559	0.00064
"приседать"	2	0.00117116589564912	0.00035
"прислуга"	2	0.00117116589564912	0.00057
"присоединять"	1	0.000585582947824559	0.00011
"присоединяться"	2	0.00117116589564912	0.00074
"приставка"	3	0.00175674884347368	0.00027
"приставлять"	1	0.000585582947824559	0.00011
"пристально"	1	0.000585582947824559	0.00144
"пристрелить"	1	0.000585582947824559	0.00045
"приступать"	3	0.00175674884347368	0.00109
"присутствие"	1	0.000585582947824559	0.00672
"присутствовать"	4	0.00234233179129824	0.00725
"присутствующий"	1	0.000585582947824559	0.00094
"присылать"	1	0.000585582947824559	0.00103
"притом"	2	0.00117116589564912	0.00143
"приход"	1	0.000585582947824559	0.00408
"приходить"	5	0.0029279147391228	0.02182
"приходиться"	16	0.00936932716519295	0.01745
"прихожая"	1	0.000585582947824559	0.00211
"прихотливый"	1	0.000585582947824559	0.0002
"причаливать"	1	0.000585582947824559	0.00008
"причем"	2	0.00117116589564912	0.01744
"причина"	8	0.00468466358259647	0.02372
"причинный"	2	0.00117116589564912	0.00024
"причудливый"	1	0.000585582947824559	0.00098
"пришелец"	7	0.00409908063477192	0.00093
"приятель"	1	0.000585582947824559	0.00539
"приятельский"	1	0.000585582947824559	0.00017
"приятно"	1	0.000585582947824559	0.00506
"про"	2	0.00117116589564912	0.03921
"пробел"	1	0.000585582947824559	0.00063
"проблема"	5	0.0029279147391228	0.04749
"пробормотать"	6	0.00351349768694736	0.00302
"пробурчать"	2	0.00117116589564912	0.00051
"проверять"	1	0.000585582947824559	0.00429
"проводить"	8	0.00468466358259647	0.01676
"провозглашать"	1	0.000585582947824559	0.00057
"программа"	2	0.00117116589564912	0.02826
"прогресс"	2	0.00117116589564912	0.00285
"прогуливать"	1	0.000585582947824559	0.0002
"продавать"	2	0.00117116589564912	0.00563
"продвигаться"	4	0.00234233179129824	0.00096
"проделывать"	4	0.00234233179129824	0.00054
"продемонстрировать"	4	0.00234233179129824	0.00251
"продовольственный"	1	0.000585582947824559	0.00121
"продолжать"	6	0.00351349768694736	0.02406
"продолжаться"	1	0.000585582947824559	0.00699
"продолжение"	1	0.000585582947824559	0.00425
"проект"	1	0.000585582947824559	0.02259
"прозрачность"	1	0.000585582947824559	0.00076
"прозрачный"	3	0.00175674884347368	0.0046
"проигрывать"	3	0.00175674884347368	0.00122
"проигрыш"	1	0.000585582947824559	0.00053
"производить"	3	0.00175674884347368	0.00665
"производиться"	1	0.000585582947824559	0.00353
"производство"	1	0.000585582947824559	0.02756
"произвольный"	2	0.00117116589564912	0.00118
"произнесение"	1	0.000585582947824559	0.00018
"произносить"	9	0.00527024653042103	0.00408
"произноситься"	2	0.00117116589564912	0.00048
"произношение"	4	0.00234233179129824	0.00036
"происходить"	10	0.00585582947824559	0.02636
"происхождение"	1	0.000585582947824559	0.00424
"происшествие"	1	0.000585582947824559	0.00236
"прокручивать"	1	0.000585582947824559	0.00018
"промахиваться"	1	0.000585582947824559	0.00009
"промокнуть"	1	0.000585582947824559	0.00062
"промолвить"	1	0.000585582947824559	0.00035
"промолчать"	1	0.000585582947824559	0.00179
"пропадать"	3	0.00175674884347368	0.00211
"пропуск"	1	0.000585582947824559	0.00192
"пропускать"	2	0.00117116589564912	0.00224
"пропустить"	1	0.000585582947824559	0.00417
"прорастать"	1	0.000585582947824559	0.00031
"прорезать"	1	0.000585582947824559	0.00039
"пророчество"	1	0.000585582947824559	0.00071
"прорыв"	4	0.00234233179129824	0.00147
"прорычать"	1	0.000585582947824559	0.00017
"просвещать"	1	0.000585582947824559	0.00019
"просить"	4	0.00234233179129824	0.02159
"прослушивать"	1	0.000585582947824559	0.0002
"просматривать"	1	0.000585582947824559	0.00078
"просовывать"	1	0.000585582947824559	0.00013
"проставлять"	1	0.000585582947824559	0.00006
"просто"	23	0.0134684077999649	0.07391
"простой"	8	0.00468466358259647	0.02801
"простота"	2	0.00117116589564912	0.00216
"пространство"	1	0.000585582947824559	0.01472
"простыня"	1	0.000585582947824559	0.00182
"просыпаться"	1	0.000585582947824559	0.00257
"просьба"	4	0.00234233179129824	0.00747
"протестовать"	1	0.000585582947824559	0.00091
"против"	3	0.00175674884347368	0.02546
"противный"	1	0.000585582947824559	0.00313
"противоположный"	1	0.000585582947824559	0.00434
"противоречивый"	1	0.000585582947824559	0.00114
"противоречие"	3	0.00175674884347368	0.00356
"протягивать"	1	0.000585582947824559	0.00185
"протяженность"	1	0.000585582947824559	0.00082
"профессиональный"	1	0.000585582947824559	0.01015
"прохлада"	2	0.00117116589564912	0.00066
"прохладный"	1	0.000585582947824559	0.0017
"проходить"	2	0.00117116589564912	0.01754
"прохождение"	1	0.000585582947824559	0.00156
"процедура"	9	0.00527024653042103	0.00642
"процесс"	3	0.00175674884347368	0.03717
"прочее"	3	0.00175674884347368	0.00919
"прочий"	3	0.00175674884347368	0.00952
"прочитывать"	2	0.00117116589564912	0.00022
"прошлое"	5	0.0029279147391228	0.01112
"прошлый"	3	0.00175674884347368	0.0169
"прощение"	1	0.000585582947824559	0.00189
"пружинный"	1	0.000585582947824559	0.00013
"прыгать"	1	0.000585582947824559	0.00385
"прядь"	1	0.000585582947824559	0.00065
"прямо"	3	0.00175674884347368	0.02483
"прямой"	2	0.00117116589564912	0.01348
"психология"	1	0.000585582947824559	0.00644
"публика"	1	0.000585582947824559	0.00746
"пудра"	1	0.000585582947824559	0.00054
"пункт"	3	0.00175674884347368	0.0144
"пунктирный"	3	0.00175674884347368	0.00012
"пунктуация"	1	0.000585582947824559	0.00006
"пускай"	1	0.000585582947824559	0.00208
"пускаться"	1	0.000585582947824559	0.00048
"пусть"	1	0.000585582947824559	0.02432
"пустяк"	2	0.00117116589564912	0.00195
"путаница"	1	0.000585582947824559	0.00059
"путем"	3	0.00175674884347368	0.00506
"путешествие"	5	0.0029279147391228	0.00424
"путешествовать"	1	0.000585582947824559	0.00132
"путь"	21	0.0122972419043157	0.03573
"пучок"	1	0.000585582947824559	0.00132
"пылать"	1	0.000585582947824559	0.00109
"пылесос"	1	0.000585582947824559	0.0006
"пытаться"	9	0.00527024653042103	0.02494
"пышный"	1	0.000585582947824559	0.00182
"пьедестал"	2	0.00117116589564912	0.00065
"пьеса"	2	0.00117116589564912	0.00811
"пята"	1	0.000585582947824559	0.00064
"пятнадцать"	1	0.000585582947824559	0.0059
"пятый"	1	0.000585582947824559	0.00706
"пять"	5	0.0029279147391228	0.02843
"пятьдесят"	1	0.000585582947824559	0.00711
"работа"	9	0.00527024653042103	0.10583
"работать"	8	0.00468466358259647	0.06112
"рабочий"	3	0.00175674884347368	0.02022
"равно"	6	0.00351349768694736	0.00147
"равнозначный"	1	0.000585582947824559	0.00025
"равноправный"	1	0.000585582947824559	0.00049
"равный"	1	0.000585582947824559	0.02897
