"lemma"	"a.frequency"	"r.frequency"	"rus.freq.dict"
"ради"	3	0.00175674884347368	0.01092
"радиальный"	2	0.00117116589564912	0.0002
"радикал"	3	0.00175674884347368	0.00053
"радиопередача"	1	0.000585582947824559	0.00015
"радиотелескоп"	1	0.000585582947824559	0.00007
"радость"	2	0.00117116589564912	0.01372
"раз"	18	0.0105404930608421	0.12024
"разбегаться"	1	0.000585582947824559	0.00083
"разбивать"	1	0.000585582947824559	0.00065
"разбирать"	1	0.000585582947824559	0.00185
"разбираться"	2	0.00117116589564912	0.00323
"разбудить"	2	0.00117116589564912	0.00261
"разваливаться"	3	0.00175674884347368	0.00047
"разве"	3	0.00175674884347368	0.01674
"разведка"	1	0.000585582947824559	0.00461
"разведчик"	1	0.000585582947824559	0.00212
"развертка"	2	0.00117116589564912	0.00019
"развивать"	1	0.000585582947824559	0.00331
"развиваться"	2	0.00117116589564912	0.00568
"развитый"	2	0.00117116589564912	0.0002
"развлекаться"	1	0.000585582947824559	0.0006
"развод"	1	0.000585582947824559	0.00221
"разворачиваться"	1	0.000585582947824559	0.00131
"разглядеть"	2	0.00117116589564912	0.00291
"разглядывать"	2	0.00117116589564912	0.0034
"разгневанный"	1	0.000585582947824559	0.00016
"разговаривать"	3	0.00175674884347368	0.00954
"разговор"	1	0.000585582947824559	0.02783
"разговорный"	6	0.00351349768694736	0.00036
"разграничение"	1	0.000585582947824559	0.00077
"разграничивать"	1	0.000585582947824559	0.00009
"раздаваться"	3	0.00175674884347368	0.00198
"разделяться"	1	0.000585582947824559	0.0004
"раздосадовать"	1	0.000585582947824559	0.00022
"раздражать"	1	0.000585582947824559	0.00239
"раздражение"	1	0.000585582947824559	0.00249
"разевать"	1	0.000585582947824559	0.00021
"разлетаться"	1	0.000585582947824559	0.00034
"различать"	2	0.00117116589564912	0.00173
"различаться"	2	0.00117116589564912	0.00129
"различение"	1	0.000585582947824559	0.00038
"различие"	3	0.00175674884347368	0.00431
"различимый"	1	0.000585582947824559	0.00051
"различный"	11	0.00644141242607015	0.02055
"разматывать"	1	0.000585582947824559	0.00015
"размер"	3	0.00175674884347368	0.01893
"размещаться"	1	0.000585582947824559	0.00117
"размышлять"	1	0.000585582947824559	0.00284
"разница"	5	0.0029279147391228	0.0066
"разнообразие"	1	0.000585582947824559	0.00194
"разнообразный"	1	0.000585582947824559	0.00376
"разный"	2	0.00117116589564912	0.03526
"разом"	1	0.000585582947824559	0.00197
"разочарование"	2	0.00117116589564912	0.00166
"разочек"	1	0.000585582947824559	0.00006
"разрабатывать"	2	0.00117116589564912	0.00226
"разработка"	1	0.000585582947824559	0.01159
"разрезать"	1	0.000585582947824559	0.00112
"разум"	3	0.00175674884347368	0.00376
"разуметься"	7	0.00409908063477192	0.00069
"разумно"	3	0.00175674884347368	0.00058
"рак"	1	0.000585582947824559	0.00222
"рамка"	1	0.000585582947824559	0.01106
"рамочный"	1	0.000585582947824559	0.00016
"ранка"	1	0.000585582947824559	0.0003
"рано"	3	0.00175674884347368	0.01441
"рапорт"	2	0.00117116589564912	0.00091
"раса"	3	0.00175674884347368	0.00059
"раскладывать"	4	0.00234233179129824	0.00068
"раскрашивать"	1	0.000585582947824559	0.00012
"распахнуть"	1	0.000585582947824559	0.00301
"расписание"	1	0.000585582947824559	0.0015
"расплывчатый"	1	0.000585582947824559	0.00048
"распознавать"	3	0.00175674884347368	0.00028
"располагать"	2	0.00117116589564912	0.00283
"располагаться"	1	0.000585582947824559	0.00339
"распространяться"	3	0.00175674884347368	0.00261
"рассекать"	1	0.000585582947824559	0.00033
"рассеянно"	1	0.000585582947824559	0.0008
"рассказ"	4	0.00234233179129824	0.01313
"рассказывать"	8	0.00468466358259647	0.023
"рассматривать"	8	0.00468466358259647	0.01006
"расспрашивать"	1	0.000585582947824559	0.00177
"расспрос"	1	0.000585582947824559	0.00064
"расставлять"	2	0.00117116589564912	0.00056
"расстояние"	1	0.000585582947824559	0.00571
"рассудочный"	1	0.000585582947824559	0.00013
"рассуждать"	1	0.000585582947824559	0.00311
"рассуждение"	1	0.000585582947824559	0.0027
"рассчитать"	3	0.00175674884347368	0.00381
"расти"	1	0.000585582947824559	0.01258
"расхаживать"	2	0.00117116589564912	0.00054
"расхождение"	1	0.000585582947824559	0.00081
"расхохотаться"	2	0.00117116589564912	0.00093
"расчет"	1	0.000585582947824559	0.01089
"расшифровывать"	1	0.000585582947824559	0.0002
"рациональный"	1	0.000585582947824559	0.00213
"рация"	2	0.00117116589564912	0.00088
"реакция"	5	0.0029279147391228	0.00972
"реализация"	1	0.000585582947824559	0.00951
"реалистичный"	1	0.000585582947824559	0.00019
"реально"	2	0.00117116589564912	0.00295
"реальность"	2	0.00117116589564912	0.00717
"реальный"	5	0.0029279147391228	0.01538
"ребенок"	11	0.00644141242607015	0.06583
"ребята"	1	0.000585582947824559	0.01489
"ребятки"	1	0.000585582947824559	0.00034
"регулярно"	2	0.00117116589564912	0.00297
"редко"	2	0.00117116589564912	0.0065
"редкостный"	1	0.000585582947824559	0.00048
"резво"	1	0.000585582947824559	0.00029
"резкий"	2	0.00117116589564912	0.00632
"резко"	2	0.00117116589564912	0.00917
"резон"	2	0.00117116589564912	0.00052
"результат"	6	0.00351349768694736	0.04031
"резюме"	1	0.000585582947824559	0.00038
"реквизит"	1	0.000585582947824559	0.00072
"рекомендовать"	1	0.000585582947824559	0.00374
"религиозный"	1	0.000585582947824559	0.00594
"репетировать"	1	0.000585582947824559	0.00149
"реплика"	2	0.00117116589564912	0.00239
"ресторан"	1	0.000585582947824559	0.00793
"ресторанчик"	1	0.000585582947824559	0.00054
"речевой"	4	0.00234233179129824	0.00054
"речь"	17	0.00995491011301751	0.02342
"решать"	8	0.00468466358259647	0.00965
"решение"	1	0.000585582947824559	0.04534
"решетка"	2	0.00117116589564912	0.0029
"решительно"	1	0.000585582947824559	0.00485
"рискнуть"	1	0.000585582947824559	0.00126
"рисовый"	1	0.000585582947824559	0.00028
"рисунок"	8	0.00468466358259647	0.01792
"ритуальный"	1	0.000585582947824559	0.00086
"ровно"	1	0.000585582947824559	0.00488
"род"	3	0.00175674884347368	0.01655
"родитель"	1	0.000585582947824559	0.016
"родной"	1	0.000585582947824559	0.01203
"родственник"	2	0.00117116589564912	0.00674
"рожать"	2	0.00117116589564912	0.00142
"рождаться"	1	0.000585582947824559	0.0027
"розетка"	1	0.000585582947824559	0.00053
"ролик"	1	0.000585582947824559	0.00116
"роль"	7	0.00409908063477192	0.02979
"романтический"	1	0.000585582947824559	0.00208
"рост"	1	0.000585582947824559	0.01984
"рот"	3	0.00175674884347368	0.01336
"рубчик"	1	0.000585582947824559	0.00005
"рука"	22	0.0128828248521403	0.12006
"рукав"	1	0.000585582947824559	0.00429
"руководство"	1	0.000585582947824559	0.01457
"рукописный"	1	0.000585582947824559	0.00043
"руль"	1	0.000585582947824559	0.00433
"русский"	3	0.00175674884347368	0.06062
"рутина"	2	0.00117116589564912	0.00028
"ручка"	2	0.00117116589564912	0.00576
"рыбный"	1	0.000585582947824559	0.00161
"рыдать"	2	0.00117116589564912	0.00156
"рюкзак"	2	0.00117116589564912	0.00172
"ряд"	3	0.00175674884347368	0.0238
"рядом"	1	0.000585582947824559	0.02918
"рядышком"	1	0.000585582947824559	0.00037
"с"	199	0.116531006617087	1.1316
"сад"	1	0.000585582947824559	0.01358
"садик"	1	0.000585582947824559	0.00119
"садиться"	4	0.00234233179129824	0.00779
"салат"	1	0.000585582947824559	0.00154
"салатница"	6	0.00351349768694736	0.00006
"салфетка"	1	0.000585582947824559	0.00113
"сам"	15	0.00878374421736839	0.19863
"самосознание"	1	0.000585582947824559	0.00091
"самостоятельно"	1	0.000585582947824559	0.00353
"самостоятельный"	1	0.000585582947824559	0.00456
"самый"	35	0.0204954031738596	0.10074
"санитар"	2	0.00117116589564912	0.00107
"сбивать"	2	0.00117116589564912	0.00105
"сборный"	1	0.000585582947824559	0.00088
"свадьба"	1	0.000585582947824559	0.00396
"сведение"	2	0.00117116589564912	0.00925
"свежий"	1	0.000585582947824559	0.00813
"свернуться"	1	0.000585582947824559	0.00054
"свертывать"	2	0.00117116589564912	0.00009
"сверхпроводящий"	1	0.000585582947824559	0.00011
"сверху"	2	0.00117116589564912	0.00654
"сверхъестественный"	2	0.00117116589564912	0.00043
"свет"	28	0.0163963225390877	0.03597
"светить"	1	0.000585582947824559	0.00211
"светиться"	1	0.000585582947824559	0.00254
"световой"	4	0.00234233179129824	0.00119
"светский"	1	0.000585582947824559	0.00213
"свидетель"	1	0.000585582947824559	0.00557
"свинина"	1	0.000585582947824559	0.00059
"свобода"	6	0.00351349768694736	0.01749
"свободно"	2	0.00117116589564912	0.00318
"свободный"	3	0.00175674884347368	0.0149
"своеобразный"	2	0.00117116589564912	0.00368
"свой"	61	0.0357205598172981	0.38255
"свойственный"	2	0.00117116589564912	0.00263
"свойство"	4	0.00234233179129824	0.00964
"связанный"	5	0.0029279147391228	0.01132
"связывать"	1	0.000585582947824559	0.00335
"связь"	3	0.00175674884347368	0.03461
"священник"	1	0.000585582947824559	0.00397
"сгорать"	1	0.000585582947824559	0.00054
"сгрудиться"	1	0.000585582947824559	0.00026
"сдаваться"	2	0.00117116589564912	0.0018
"сделать"	15	0.00878374421736839	0.07435
"сделаться"	3	0.00175674884347368	0.00399
"сделка"	2	0.00117116589564912	0.00527
"сдергивать"	1	0.000585582947824559	0.00008
"сеанс"	4	0.00234233179129824	0.00141
"себя"	33	0.0193242372782105	0.22728
"сегмент"	3	0.00175674884347368	0.00152
"сегодня"	4	0.00234233179129824	0.04635
"сегодняшний"	1	0.000585582947824559	0.00823
"сей"	5	0.0029279147391228	0.01986
"сейчас"	4	0.00234233179129824	0.08973
"секунда"	1	0.000585582947824559	0.01052
"секция"	1	0.000585582947824559	0.00169
"семейный"	3	0.00175674884347368	0.00703
"семь"	2	0.00117116589564912	0.0103
"сенсорный"	1	0.000585582947824559	0.00021
"сердито"	3	0.00175674884347368	0.00186
"сердитый"	1	0.000585582947824559	0.00078
"сердце"	1	0.000585582947824559	0.02451
"середина"	1	0.000585582947824559	0.00882
"сержант"	1	0.000585582947824559	0.00342
"серия"	1	0.000585582947824559	0.00628
"серый"	1	0.000585582947824559	0.00961
"сестра"	1	0.000585582947824559	0.01213
"сжатый"	1	0.000585582947824559	0.00081
"сигаретный"	1	0.000585582947824559	0.00025
"сидение"	1	0.000585582947824559	0.00094
"сидеть"	5	0.0029279147391228	0.05381
"сие"	1	0.000585582947824559	0.00049
"сила"	6	0.00351349768694736	0.06458
"сильно"	3	0.00175674884347368	0.01439
"символ"	5	0.0029279147391228	0.00464
"символический"	1	0.000585582947824559	0.00143
"симметричный"	1	0.000585582947824559	0.00041
"симметрия"	3	0.00175674884347368	0.00067
"синий"	1	0.000585582947824559	0.00828
"синтаксис"	4	0.00234233179129824	0.00025
"синтаксический"	1	0.000585582947824559	0.00043
"синтез"	1	0.000585582947824559	0.00226
"сирена"	1	0.000585582947824559	0.0007
"система"	21	0.0122972419043157	0.06178
"ситуация"	6	0.00351349768694736	0.02988
"сиять"	2	0.00117116589564912	0.00355
"скажем"	3	0.00175674884347368	0.00749
"сказать"	75	0.043918721086842	0.23966
"сказка"	2	0.00117116589564912	0.00547
"скакать"	1	0.000585582947824559	0.00153
"скала"	2	0.00117116589564912	0.00307
"скалистый"	1	0.000585582947824559	0.00028
"скачать"	1	0.000585582947824559	0.0001
"складной"	1	0.000585582947824559	0.00037
"складчатый"	1	0.000585582947824559	0.0001
"складываться"	1	0.000585582947824559	0.00414
"склеивать"	2	0.00117116589564912	0.00016
"склон"	1	0.000585582947824559	0.00263
"склонный"	1	0.000585582947824559	0.00216
"склонять"	1	0.000585582947824559	0.0004
"склоняться"	1	0.000585582947824559	0.001
"сколь"	2	0.00117116589564912	0.00166
"скользить"	4	0.00234233179129824	0.00157
"сколько"	9	0.00527024653042103	0.03247
"скопировать"	2	0.00117116589564912	0.00022
"скоро"	3	0.00175674884347368	0.01673
"скоростной"	1	0.000585582947824559	0.00079
"скорость"	2	0.00117116589564912	0.01052
"скорчить"	1	0.000585582947824559	0.00019
"скорый"	1	0.000585582947824559	0.022
"скрывать"	1	0.000585582947824559	0.00493
"скрываться"	1	0.000585582947824559	0.00234
"скрытый"	1	0.000585582947824559	0.00246
"скучный"	1	0.000585582947824559	0.00228
"слагать"	2	0.00117116589564912	0.00027
"слайд"	1	0.000585582947824559	0.00017
"слегка"	5	0.0029279147391228	0.00863
"следить"	2	0.00117116589564912	0.00758
"следовательно"	1	0.000585582947824559	0.00499
"следовать"	12	0.00702699537389471	0.03051
"следствие"	5	0.0029279147391228	0.00678
"следующий"	7	0.00409908063477192	0.03014
"сливаться"	1	0.000585582947824559	0.00137
"слишком"	7	0.00409908063477192	0.02301
"словарный"	1	0.000585582947824559	0.00026
"словесный"	1	0.000585582947824559	0.00131
"словечко"	1	0.000585582947824559	0.00096
"словно"	11	0.00644141242607015	0.02391
"слово"	59	0.034549393921649	0.09679
"словосочетание"	2	0.00117116589564912	0.00057
"слог"	2	0.00117116589564912	0.00083
"сложность"	1	0.000585582947824559	0.00426
"сложный"	10	0.00585582947824559	0.01545
"служба"	2	0.00117116589564912	0.02181
"служить"	7	0.00409908063477192	0.01403
"слух"	1	0.000585582947824559	0.00767
"слуховой"	1	0.000585582947824559	0.00043
"случай"	10	0.00585582947824559	0.07097
"случайно"	1	0.000585582947824559	0.00805
"случаться"	6	0.00351349768694736	0.00555
"слышать"	14	0.00819816126954383	0.02561
"слюнявый"	1	0.000585582947824559	0.00013
"смахивать"	2	0.00117116589564912	0.00066
"сменяться"	1	0.000585582947824559	0.00092
"смерть"	1	0.000585582947824559	0.02841
"смех"	1	0.000585582947824559	0.00746
"смешливый"	1	0.000585582947824559	0.00025
"смеяться"	2	0.00117116589564912	0.01179
"смирно"	1	0.000585582947824559	0.00065
"смиряться"	1	0.000585582947824559	0.00016
"смолкать"	1	0.000585582947824559	0.00023
"смоляной"	1	0.000585582947824559	0.00018
"смотреть"	6	0.00351349768694736	0.06672
"смочь"	16	0.00936932716519295	0.02551
"смущение"	1	0.000585582947824559	0.00096
"смыкать"	1	0.000585582947824559	0.00011
"смысл"	10	0.00585582947824559	0.02946
"смысловой"	2	0.00117116589564912	0.00097
"смягчать"	1	0.000585582947824559	0.0004
"снабжать"	3	0.00175674884347368	0.00059
"снаружи"	1	0.000585582947824559	0.0019
"сначала"	2	0.00117116589564912	0.01846
"снимать"	2	0.00117116589564912	0.00985
"снимок"	1	0.000585582947824559	0.00235
"сниться"	1	0.000585582947824559	0.00264
"снова"	5	0.0029279147391228	0.03344
"со"	29	0.0169819054869122	0.11513
"собака"	3	0.00175674884347368	0.01322
"собираться"	3	0.00175674884347368	0.01926
"собрание"	1	0.000585582947824559	0.01099
"собственный"	16	0.00936932716519295	0.03383
"событие"	11	0.00644141242607015	0.02065
"совершенно"	18	0.0105404930608421	0.02803
"совместимый"	1	0.000585582947824559	0.0003
"совпадать"	5	0.0029279147391228	0.00315
"совсем"	10	0.00585582947824559	0.04605
"согласие"	1	0.000585582947824559	0.0051
"согласно"	3	0.00175674884347368	0.00969
"согласный"	1	0.000585582947824559	0.00635
"соглашаться"	8	0.00468466358259647	0.00313
"содержание"	3	0.00175674884347368	0.01373
"содержать"	2	0.00117116589564912	0.00872
"содержаться"	1	0.000585582947824559	0.00393
"соевый"	1	0.000585582947824559	0.00027
"соединение"	1	0.000585582947824559	0.00573
"соединять"	1	0.000585582947824559	0.00166
"соединяться"	1	0.000585582947824559	0.00096
"сожаление"	1	0.000585582947824559	0.00994
"создавать"	5	0.0029279147391228	0.01141
"создание"	2	0.00117116589564912	0.02061
"созерцательный"	1	0.000585582947824559	0.00016
"сознаваться"	1	0.000585582947824559	0.00035
"сознание"	5	0.0029279147391228	0.01452
"солдат"	4	0.00234233179129824	0.01422
"солидный"	1	0.000585582947824559	0.00277
"солнечный"	1	0.000585582947824559	0.00552
"солнце"	1	0.000585582947824559	0.01652
"солонка"	1	0.000585582947824559	0.0001
"сомневаться"	2	0.00117116589564912	0.0055
"сомнение"	2	0.00117116589564912	0.00868
"сон"	5	0.0029279147391228	0.01527
"сонный"	1	0.000585582947824559	0.00148
"соображать"	1	0.000585582947824559	0.0021
"соображение"	1	0.000585582947824559	0.00363
"сообщать"	5	0.0029279147391228	0.00503
"сообщение"	1	0.000585582947824559	0.00745
"соответствовать"	5	0.0029279147391228	0.00981
"соответствующий"	5	0.0029279147391228	0.01218
"соотнесение"	2	0.00117116589564912	0.00016
"соотношение"	1	0.000585582947824559	0.00368
"соприкасаться"	1	0.000585582947824559	0.00054
"сопровождение"	1	0.000585582947824559	0.00205
"сориентировать"	1	0.000585582947824559	0.00013
"соседствовать"	1	0.000585582947824559	0.00052
"составлять"	7	0.00409908063477192	0.0175
"состояние"	3	0.00175674884347368	0.02944
"состоять"	4	0.00234233179129824	0.01399
"состояться"	1	0.000585582947824559	0.01031
"сосуд"	1	0.000585582947824559	0.00264
"сотня"	1	0.000585582947824559	0.0084
"сотрудничать"	1	0.000585582947824559	0.00153
"сотрудничество"	1	0.000585582947824559	0.00706
"соус"	1	0.000585582947824559	0.00108
"соученик"	1	0.000585582947824559	0.00013
"софа"	1	0.000585582947824559	0.00028
"сохранять"	1	0.000585582947824559	0.00404
"социология"	1	0.000585582947824559	0.00105
"сочетание"	3	0.00175674884347368	0.00386
"сочетаться"	1	0.000585582947824559	0.00138
"спальня"	1	0.000585582947824559	0.00264
"спасать"	1	0.000585582947824559	0.00331
"спасибо"	4	0.00234233179129824	0.01206
"спать"	1	0.000585582947824559	0.02219
"сперва"	3	0.00175674884347368	0.00379
"специализировать"	1	0.000585582947824559	0.00008
"специалист"	4	0.00234233179129824	0.01619
"специально"	4	0.00234233179129824	0.00739
"специальный"	5	0.0029279147391228	0.01568
"специфически"	1	0.000585582947824559	0.00024
"специфический"	2	0.00117116589564912	0.00275
"специя"	1	0.000585582947824559	0.00036
"спешка"	1	0.000585582947824559	0.0007
"спина"	2	0.00117116589564912	0.01831
"спинка"	1	0.000585582947824559	0.00226
"спираль"	1	0.000585582947824559	0.00095
"список"	1	0.000585582947824559	0.00972
"сплав"	1	0.000585582947824559	0.00138
"сплавлять"	2	0.00117116589564912	0.00007
"сплетаться"	1	0.000585582947824559	0.00024
"сплошной"	1	0.000585582947824559	0.00347
"спокойно"	1	0.000585582947824559	0.01121
"спокойный"	1	0.000585582947824559	0.00834
"сползание"	1	0.000585582947824559	0.00006
"сползать"	1	0.000585582947824559	0.00061
"спонтанно"	1	0.000585582947824559	0.00022
"спонтанный"	1	0.000585582947824559	0.00038
"спортивный"	1	0.000585582947824559	0.0062
"способ"	13	0.00761257832171927	0.01642
"способность"	1	0.000585582947824559	0.00999
"способный"	6	0.00351349768694736	0.01505
"справедливость"	1	0.000585582947824559	0.00424
"справляться"	1	0.000585582947824559	0.00173
"спрашивать"	32	0.0187386543303859	0.02083
"спроектировать"	1	0.000585582947824559	0.00036
"спутник"	1	0.000585582947824559	0.00319
"сравнение"	4	0.00234233179129824	0.01091
"сравнивать"	1	0.000585582947824559	0.00245
"сравнимый"	1	0.000585582947824559	0.00083
"сражаться"	1	0.000585582947824559	0.00153
"сразу"	12	0.00702699537389471	0.0486
"среда"	2	0.00117116589564912	0.01424
"средство"	3	0.00175674884347368	0.03639
"срочно"	2	0.00117116589564912	0.00361
"ставить"	1	0.000585582947824559	0.01387
"стадия"	1	0.000585582947824559	0.00473
"сталкиваться"	1	0.000585582947824559	0.0025
"стандартный"	3	0.00175674884347368	0.00294
"становиться"	35	0.0204954031738596	0.02593
"старание"	1	0.000585582947824559	0.00095
"старательный"	2	0.00117116589564912	0.00036
"стараться"	3	0.00175674884347368	0.01728
"старшеклассница"	1	0.000585582947824559	0.00006
"старший"	2	0.00117116589564912	0.01609
"старый"	5	0.0029279147391228	0.03685
"стать"	1	0.000585582947824559	0.16536
"статья"	1	0.000585582947824559	0.0395
"стекло"	4	0.00234233179129824	0.01028
"стеклянный"	1	0.000585582947824559	0.00325
"стеллаж"	1	0.000585582947824559	0.00065
"стелька"	1	0.000585582947824559	0.00015
"стена"	1	0.000585582947824559	0.0261
"стенка"	1	0.000585582947824559	0.00509
"степень"	3	0.00175674884347368	0.0155
"стереть"	1	0.000585582947824559	0.00111
"стесняться"	1	0.000585582947824559	0.00303
"стиль"	2	0.00117116589564912	0.00914
"сто"	1	0.000585582947824559	0.01207
"стоить"	1	0.000585582947824559	0.05019
"стол"	9	0.00527024653042103	0.04025
"столб"	2	0.00117116589564912	0.00327
"столбик"	1	0.000585582947824559	0.00067
"столь"	10	0.00585582947824559	0.01439
"столько"	3	0.00175674884347368	0.0154
"стоп"	1	0.000585582947824559	0.00099
"стопка"	3	0.00175674884347368	0.00124
"сторона"	12	0.00702699537389471	0.07683
"стоять"	9	0.00527024653042103	0.04193
"страдать"	2	0.00117116589564912	0.00598
"страница"	4	0.00234233179129824	0.00951
"странно"	6	0.00351349768694736	0.00789
"странный"	6	0.00351349768694736	0.01595
"страстно"	1	0.000585582947824559	0.00115
"стрела"	1	0.000585582947824559	0.00207
"стрелять"	1	0.000585582947824559	0.00617
"стремиться"	1	0.000585582947824559	0.00851
"стремление"	1	0.000585582947824559	0.00484
"стриженый"	1	0.000585582947824559	0.0004
"стрит"	1	0.000585582947824559	0.00009
"стричь"	1	0.000585582947824559	0.00093
"строго"	2	0.00117116589564912	0.00626
"строка"	1	0.000585582947824559	0.00525
"строчка"	1	0.000585582947824559	0.00305
"строчной"	1	0.000585582947824559	0.00005
"струиться"	1	0.000585582947824559	0.00071
"струйка"	1	0.000585582947824559	0.00078
"структурный"	1	0.000585582947824559	0.00302
"струя"	1	0.000585582947824559	0.00203
"студент"	1	0.000585582947824559	0.01054
"студенческий"	2	0.00117116589564912	0.00241
"стукнуть"	2	0.00117116589564912	0.00169
"стул"	6	0.00351349768694736	0.00876
"ступать"	1	0.000585582947824559	0.0018
"ступенька"	1	0.000585582947824559	0.00289
"стыдиться"	1	0.000585582947824559	0.00111
"субъект"	5	0.0029279147391228	0.00973
"судно"	2	0.00117116589564912	0.00333
"судьба"	1	0.000585582947824559	0.02139
"суметь"	2	0.00117116589564912	0.00839
"сумка"	2	0.00117116589564912	0.00555
"сумма"	3	0.00175674884347368	0.01306
"сунуть"	1	0.000585582947824559	0.00415
"сустав"	1	0.000585582947824559	0.00141
"суть"	1	0.000585582947824559	0.01049
"суффикс"	2	0.00117116589564912	0.00014
"сухой"	1	0.000585582947824559	0.0083
"существенно"	2	0.00117116589564912	0.0042
"существительное"	6	0.00351349768694736	0.00031
"существо"	5	0.0029279147391228	0.00966
"существование"	2	0.00117116589564912	0.00996
"существовать"	15	0.00878374421736839	0.02609
"сущностный"	1	0.000585582947824559	0.00027
"сферический"	1	0.000585582947824559	0.00022
"сформулировать"	2	0.00117116589564912	0.0028
"схватывать"	3	0.00175674884347368	0.0003
"схема"	5	0.0029279147391228	0.00959
"сходить"	1	0.000585582947824559	0.00542
"сходный"	1	0.000585582947824559	0.0015
"сцена"	1	0.000585582947824559	0.01772
"сценарий"	2	0.00117116589564912	0.00502
"счастие"	2	0.00117116589564912	0.00012
"счастливый"	3	0.00175674884347368	0.01172
"счет"	3	0.00175674884347368	0.02454
"считалка"	1	0.000585582947824559	0.00005
"считать"	5	0.0029279147391228	0.04553
"считаться"	1	0.000585582947824559	0.01157
"съезжать"	1	0.000585582947824559	0.00034
"сэр"	2	0.00117116589564912	0.00213
"сюда"	4	0.00234233179129824	0.01461
"сюжет"	1	0.000585582947824559	0.00566
"таблица"	1	0.000585582947824559	0.0081
"тайм"	1	0.000585582947824559	0.00032
"тайна"	1	0.000585582947824559	0.00889
"тайный"	1	0.000585582947824559	0.00508
"так"	54	0.0316214791825262	0.34462
"также"	15	0.00878374421736839	0.05713
"таки"	9	0.00527024653042103	0.00129
"таков"	2	0.00117116589564912	0.00643
"таковой"	1	0.000585582947824559	0.00467
"такой"	42	0.0245944838086315	0.26968
"тактический"	2	0.00117116589564912	0.00142
"там"	13	0.00761257832171927	0.118
"тамошний"	1	0.000585582947824559	0.00083
"танец"	3	0.00175674884347368	0.00541
"танцевать"	1	0.000585582947824559	0.00417
"таскать"	1	0.000585582947824559	0.00203
"тварь"	1	0.000585582947824559	0.00162
"твердо"	1	0.000585582947824559	0.00408
"твердый"	1	0.000585582947824559	0.00595
"твой"	57	0.0333782280259999	0.03666
"текст"	3	0.00175674884347368	0.01462
"текстура"	1	0.000585582947824559	0.00017
"текучий"	1	0.000585582947824559	0.00024
"текущий"	1	0.000585582947824559	0.00432
"тележка"	2	0.00117116589564912	0.00104
"телепередача"	1	0.000585582947824559	0.0004
"телесный"	1	0.000585582947824559	0.0012
"телефон"	1	0.000585582947824559	0.01678
"телефонный"	2	0.00117116589564912	0.00533
"тело"	12	0.00702699537389471	0.02859
"телодвижение"	1	0.000585582947824559	0.00015
"тельце"	1	0.000585582947824559	0.00037
"тема"	3	0.00175674884347368	0.01981
"темп"	1	0.000585582947824559	0.0049
"теорема"	1	0.000585582947824559	0.00088
"теоретически"	1	0.000585582947824559	0.00125
"теория"	2	0.00117116589564912	0.01165
"теперь"	14	0.00819816126954383	0.08718
"термин"	14	0.00819816126954383	0.00499
"терминология"	1	0.000585582947824559	0.00097
"терпеливо"	2	0.00117116589564912	0.00154
"терпение"	3	0.00175674884347368	0.0022
"терпеть"	2	0.00117116589564912	0.00537
"территория"	1	0.000585582947824559	0.01829
"терять"	3	0.00175674884347368	0.0074
"теряться"	1	0.000585582947824559	0.00156
"тесно"	1	0.000585582947824559	0.00259
"технический"	1	0.000585582947824559	0.01234
"технологически"	1	0.000585582947824559	0.0002
"технологический"	2	0.00117116589564912	0.00492
"технология"	4	0.00234233179129824	0.01335
"течение"	1	0.000585582947824559	0.01792
"тинейджер"	1	0.000585582947824559	0.00012
"тип"	5	0.0029279147391228	0.0197
"тихо"	1	0.000585582947824559	0.0135
"ткнуть"	1	0.000585582947824559	0.00155
"тлеть"	1	0.000585582947824559	0.00047
"то"	162	0.0948644375475786	0.49755
"товарищ"	1	0.000585582947824559	0.02306
"тогда"	16	0.00936932716519295	0.08356
"тождественный"	1	0.000585582947824559	0.00034
"тоже"	9	0.00527024653042103	0.08415
"толк"	1	0.000585582947824559	0.0034
"толкнуть"	1	0.000585582947824559	0.002
"толкование"	1	0.000585582947824559	0.00156
"толстый"	2	0.00117116589564912	0.00844
"толщина"	1	0.000585582947824559	0.00198
"только"	48	0.0281079814955788	0.25007
"тон"	2	0.00117116589564912	0.00705
"тоненький"	1	0.000585582947824559	0.00151
"тонировать"	1	0.000585582947824559	0.00016
"тонкий"	4	0.00234233179129824	0.01124
"топ"	2	0.00117116589564912	0.00036
"топтаться"	1	0.000585582947824559	0.00102
"торговля"	1	0.000585582947824559	0.00625
"торговый"	3	0.00175674884347368	0.00578
"тормашки"	2	0.00117116589564912	0.00008
"торопиться"	1	0.000585582947824559	0.00526
"торс"	1	0.000585582947824559	0.00027
"тот"	47	0.0275223985477543	0.29671
"тотально"	1	0.000585582947824559	0.00007
"тотальный"	1	0.000585582947824559	0.00111
"точка"	11	0.00644141242607015	0.02322
"точно"	8	0.00468466358259647	0.02218
"точность"	1	0.000585582947824559	0.0038
"точный"	3	0.00175674884347368	0.01157
"трава"	3	0.00175674884347368	0.00887
"традиционный"	1	0.000585582947824559	0.00741
"традиция"	1	0.000585582947824559	0.00931
"траектория"	8	0.00468466358259647	0.00111
"тракт"	1	0.000585582947824559	0.00069
"трактовать"	2	0.00117116589564912	0.00066
"трактовка"	2	0.00117116589564912	0.00109
"транс"	1	0.000585582947824559	0.00036
"транскрипция"	1	0.000585582947824559	0.00025
